,id,count-2033-1,count-2033-2,count-2033-3,count-2033-4,count-2033-5,count-2033-6,count-2033-7,count-2033-8,count-2033-9,count-2033-10,count-2033-11,count-2033-12,count-2034-1,count-2034-2,count-2034-3,count-2034-4,count-2034-5,count-2034-6,count-2034-7,count-2034-8,count-2034-9,count-2034-10,count-2034-11,count-2034-12,volume-2033-1,volume-2033-2,volume-2033-3,volume-2033-4,volume-2033-5,volume-2033-6,volume-2033-7,volume-2033-8,volume-2033-9,volume-2033-10,volume-2033-11,volume-2033-12,volume-2034-1,volume-2034-2,volume-2034-3,volume-2034-4,volume-2034-5,volume-2034-6,volume-2034-7,volume-2034-8,volume-2034-9,volume-2034-10,volume-2034-11,volume-2034-12,4-mac,4-mav,5-mac,5-mav,6-mac,6-mav,7-mac,7-mav,8-mac,8-mav,9-mac,9-mav,10-mac,10-mav,11-mac,11-mav,12-mac,12-mav
0,7e696e1b23,0,0,0,21,38,47,48,53,48,34,99,122,116,99,101,90,112,88,98,86,79,76,141,80,0,0,0,67600,283859,245741,195274,284894,314278,188330,729194,553285,557144,276934,426918,471298,637980,378408,452824,302310,345894,295971,1220564,327948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,4647d230cc,0,0,0,0,0,0,0,0,0,0,817,1062,966,726,1337,560,599,414,590,661,809,517,394,155,0,0,0,0,0,0,0,0,0,0,13211680,12347603,9652835,7234452,11119691,5930744,6852463,4347238,5233072,5009609,5746191,3606894,2926907,951515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,64a4b88755,0,0,1,0,0,1,554,213,0,98,444,429,545,593,683,647,170,0,0,0,0,0,0,0,0,0,604313,0,0,2438,3740398,1401262,0,1078688,4166211,4125464,5098380,5814128,6343665,6275270,1558974,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,4f65280858,0,0,0,44,184,168,184,231,388,241,252,209,303,386,351,199,162,285,336,157,251,205,390,228,0,0,0,470416,2048386,1940750,1951206,2450100,4048665,2750258,2905396,2400490,2752695,3403894,3582807,2493199,2031087,2843045,3399114,1893953,2530405,2267638,3640887,2335468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,4a98a5cdc1,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,64fa9b16be,0,0,0,0,165,133,170,171,187,153,178,177,137,164,168,185,167,176,208,165,168,144,127,111,0,0,0,0,732946,615172,743330,958800,981959,712632,913343,952954,639950,866111,908692,1042508,950016,991750,1022489,855690,923971,742255,726502,605045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,207cc1c4a7,0,0,0,0,0,0,0,0,94,557,594,816,294,411,542,611,663,519,465,621,744,439,496,654,0,0,0,0,0,0,0,0,1021131,6173826,7279207,9960044,3130496,3838787,5710350,7098992,7636066,5628682,5003209,7478629,7488909,5329230,5435043,7196545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,06fe79e266,0,0,0,0,0,0,0,0,0,0,0,167,272,252,286,296,337,309,325,355,325,350,262,264,0,0,0,0,0,0,0,0,0,0,0,527433,758877,773010,812514,987749,905121,763232,904619,892876,829156,948581,775359,864485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,71c244bd28,0,0,0,0,0,0,0,9,35,11,10,4,207,237,222,210,259,198,230,347,255,384,304,178,0,0,0,0,0,0,0,88612,407112,108165,125237,46820,2070803,2482050,2291797,2059470,2740906,1967301,2290312,4029886,2758592,4089138,3004273,1809926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,fb6a7c1709,0,0,21,25,47,38,32,46,51,29,57,166,15,11,12,22,18,23,20,24,28,24,52,166,0,0,800590,777854,2204426,1350254,965768,1848764,2446577,864265,2117345,4900317,685596,386444,437040,937287,586051,535224,596531,1019442,1043837,720963,2189686,5374097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,aff06c8624,0,0,0,0,0,0,0,0,0,0,0,0,51,51,46,31,2,5,10,51,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6384226,3199028,1944247,1374506,117176,628706,1434201,7728547,1836559,263965,146861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,79fa8bb8fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12372,149223,2718206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,54970468a0,0,0,0,0,0,0,0,0,0,0,1,13,35,18,19,40,35,51,10,53,9,1285,81,71,0,0,0,0,0,0,0,0,0,0,20369,161586,506925,214979,313567,659677,476465,496962,119106,313044,89313,7335137,929116,471296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,c5b09bf41e,0,0,0,94,50,59,55,62,172,78,90,88,83,26,25,42,76,52,24,46,15,37,26,27,0,0,0,6125380,780422,1099253,815538,925520,15505667,2352321,4499398,5958748,4182433,1343262,2003411,3292877,6852853,3650504,1184452,3960377,1400595,2439548,1135828,2010355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,e36cff4870,0,0,0,0,0,0,0,0,10,47,64,75,58,49,44,26,38,38,41,32,38,40,33,55,0,0,0,0,0,0,0,0,78799,468169,626976,763815,565662,380746,368879,292640,307640,343451,325039,295360,315528,359706,280678,519662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,44f2b47a5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367087,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,a9f00c4b46,226,355,162,349,0,0,20,129,917,415,284,189,88,234,300,173,0,3,25,176,435,528,267,104,796889,1704941,494493,1486268,0,0,139674,897747,5015538,2181186,1590851,1045582,386827,847288,1763339,616605,0,3057,68500,1204111,2399354,2153413,1304970,520160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,3dbbad60fb,0,0,0,0,0,0,5,7,2,7,12,36,4,4,4,12,8,3,9,12,10,8,7,25,0,0,0,0,0,0,42267,39017,9974,60111,79367,285905,39438,19478,27220,141573,41480,23955,64077,69684,63910,58097,45734,166780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,5d9b6c8df3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,8,56,27,1,0,0,0,0,0,0,0,0,0,15042,0,0,0,0,0,0,0,12892,48057,0,81338,480829,235159,12709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,e8cf362bb4,0,0,2,4,3,3,9,10,6,14,15,10,8,15,19,8,18,11,11,8,7,11,6,8,0,0,27560,39921,39333,11757,127734,155345,52054,229755,160575,66428,83318,125829,175779,77701,208872,130642,158194,104747,111721,145523,56137,74955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,508864fa79,0,0,0,0,0,0,0,0,0,0,0,2,7,24,25,15,11,2,13,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21886,44869,254386,184907,111477,68998,18372,81852,81725,0,6456,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,6ef399bf15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,2,13,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454,18496,39627,28595,13507,76279,20250,73530,37393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,84a09b4188,0,0,0,0,0,0,0,5,5,15,19,11,17,13,18,8,21,15,15,6,11,19,18,13,0,0,0,0,0,0,0,111459,101455,258313,385590,256153,310348,215773,323812,110808,328630,221121,190667,95781,179491,358867,274278,213195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,53b3fbeae2,0,0,0,0,0,0,0,0,0,0,42,1032,1124,1007,1035,939,1008,787,941,868,959,908,665,863,0,0,0,0,0,0,0,0,0,0,205137,4882186,5144380,4779066,5102245,4838438,5163762,4446672,4892643,4189030,4524862,4221552,3755186,4588581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,1893d158f6,0,0,0,2,2,1,0,0,0,1,6,8,10,3,7,8,0,0,0,0,0,0,0,0,0,0,0,11657,6329,19900,0,0,0,6453,34285,42171,52394,13321,32818,108649,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,1fe344adcb,0,0,0,0,0,0,0,0,0,0,0,57,55,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334002,310553,0,0,0,0,11989,827429,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,ef9bc54a2d,0,0,1,6,2,4,10,11,17,20,32,31,37,49,57,51,73,67,72,84,91,97,101,96,0,0,5470,25379,18376,311825,208859,213457,254954,240243,391862,318723,468705,523074,926342,559750,1076427,812872,869911,1057791,1143334,1682158,1231087,1560118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,6d4b3b04af,0,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,83,108,102,91,143,139,129,115,0,0,0,0,0,0,0,0,0,4870201,33751,0,0,0,0,0,840238,1171258,1118279,938348,1340803,1522398,1434891,1439709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,062de5273b,0,0,0,0,0,0,0,0,0,0,0,79,116,138,288,237,183,205,159,200,184,207,143,181,0,0,0,0,0,0,0,0,0,0,0,649056,913818,1231329,2319430,2031849,1640660,1566128,1328478,1663870,1574483,1672075,1181249,1551276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,a47bc8fd93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,36,40,58,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25423,164991,219576,241707,283234,169220,305274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,2342a8e3e6,0,0,6,120,148,73,90,83,104,93,57,69,64,81,62,81,39,50,39,62,41,59,43,49,0,0,81460,1111194,1808201,897799,1078200,947063,943849,1031647,877637,914660,757266,1064360,787947,837132,441229,565236,496338,830281,639237,738847,588065,609921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,8555962b0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17299,13998,19941,22153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,fe1cb2e840,0,0,0,0,0,0,0,0,0,0,0,0,8,6,142,132,220,155,247,200,195,162,170,180,0,0,0,0,0,0,0,0,0,0,0,0,32834,49263,851896,944330,1711243,1323602,1841932,1745372,1835728,1533945,1779262,1746948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,3008a4de59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,411,444,549,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164276,1931899,2101643,3134178,4320534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,864fca1b2c,0,0,0,0,0,17,21,15,27,29,22,15,25,18,28,28,29,26,18,37,25,35,25,26,0,0,0,0,0,233015,283613,185125,388462,417686,353345,227812,369468,270676,512612,525878,565110,508437,394963,750406,538928,775898,552366,610980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,f4e1e9530a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,8ce13fda0c,2,2,5,3,2,2,2,0,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,15886,8768,24202,28506,16166,13692,12795,0,0,0,11557,9533,13106,0,4301,0,0,4301,0,0,4734,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,d1d0f1feee,0,0,0,0,0,0,0,0,8,4,2,86,116,102,86,100,106,93,115,116,18,141,89,72,0,0,0,0,0,0,0,0,155507,63017,12407,473379,1311285,981089,497600,494119,595495,575565,730790,653489,86817,726262,459845,430344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,d474d420b3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,29,45,22,15,43,18,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,26436,47867,342384,688052,1019915,791933,691854,1471767,1032294,773524,746916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,80af9230cb,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,9,9,9,9,4,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,11664,12552,38850,155454,86008,38826,5036,9860,8875,10146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,a15e98ab87,0,9,51,68,64,70,87,80,75,82,100,130,92,90,81,99,118,90,75,89,94,76,95,125,0,36799,150541,284269,315583,276936,423286,335538,319450,536431,481018,628362,382741,386384,433620,438847,563890,403303,396227,426791,420214,385451,421485,590637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,69821cf0e2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,4,1,23,38,27,20,41,46,0,0,0,0,0,0,0,0,0,0,0,0,16591,3675,15366,3612,18314,9418,74183,112538,934409,40393,3330497,169714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,02f520d93e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16617,18439,77546,29963,2311,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,2577b37ba1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,111,104,145,216,168,327,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751479,880322,839750,1289230,1622765,1407921,2635690,1741663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,99c8604dc7,1,5,10,2,0,0,0,0,0,0,0,0,4,15,4,5,0,0,0,0,0,0,0,0,4877,22632,56713,18826,0,0,0,0,0,0,0,0,21628,81515,22117,40707,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,ee0e287095,0,0,0,0,0,0,0,0,0,89,1586,2009,596,116,54,7,3,6,1,12,21,127,1286,3371,0,0,0,0,0,0,0,0,0,659593,11943040,16330200,4300780,753631,345687,32775,18205,39185,5074,75571,153888,1026979,10471551,28089152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,6d829dd356,0,0,0,0,0,0,2,6,12,12,26,19,7,11,25,17,18,18,17,10,21,19,15,19,0,0,0,0,0,0,36003,64124,273582,186273,247800,215348,78870,158082,353982,211792,207641,194464,216543,128040,226330,197891,249677,231231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,ab700009c5,45,58,62,52,44,25,84,69,94,22,8,5,0,0,0,0,0,0,0,0,0,0,0,0,176537,261628,247898,200790,195292,86239,349204,299949,373307,90047,28568,23014,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,3c1e9fb123,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,16,17,49,79,65,87,94,64,80,0,0,0,0,0,0,0,0,0,0,59839,51386,0,0,204107,400892,350729,631701,691870,498910,659780,946359,566527,595139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,8e78c1f7f5,0,0,0,0,0,0,0,0,6,29,27,32,45,31,38,24,31,0,0,0,45,38,42,38,0,0,0,0,0,0,0,0,190972,870461,772206,892691,1292916,952417,1146978,761176,893180,0,0,0,1450242,1088724,1280467,1090457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,2140cd7d8f,0,0,0,0,0,1,3,8,14,14,24,20,15,19,10,18,17,20,32,26,32,21,21,15,0,0,0,0,0,4028,17922,80828,89169,105481,133596,125820,81121,111735,54446,121321,110399,106842,177330,136262,167800,111865,144294,103684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,d26e4cd2d1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,123,147,141,220,303,316,229,203,0,0,0,0,0,0,0,0,0,0,134106,0,0,0,0,94965,405860,572529,529329,915382,1235068,1345090,960894,851769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
